region,lat,lon,depth_m,area_km2,bottom_temp_c
chukchi,71.0,-167.0,46.6,250.7,-0.379
chukchi,71.0,-166.75,45.4,250.7,-0.32
chukchi,71.0,-166.5,44.8,250.7,-0.367
chukchi,71.0,-166.25,44.0,250.7,-0.442
chukchi,71.0,-165.75,42.9,250.7,-0.574
chukchi,71.0,-165.5,42.2,250.7,-0.744
chukchi,71.0,-165.25,42.6,250.7,-0.826
chukchi,71.0,-165.0,42.3,250.7,-0.893
chukchi,71.0,-164.75,42.6,250.7,-0.945
chukchi,71.0,-164.5,42.6,250.7,-1.057
chukchi,71.0,-164.25,43.4,250.7,-1.119
chukchi,71.0,-163.75,44.7,250.7,-1.102
chukchi,71.0,-163.5,45.2,250.7,-1.052
chukchi,71.0,-163.25,45.8,250.7,-1.008
chukchi,71.0,-163.0,46.0,250.7,-1.007
chukchi,71.0,-162.75,46.5,250.7,-0.991
chukchi,71.0,-162.5,46.7,250.7,-0.942
chukchi,71.0,-162.25,46.6,250.7,-0.89
chukchi,71.0,-161.75,47.1,250.7,-0.911
chukchi,71.0,-161.5,47.7,250.7,-0.944
chukchi,71.0,-161.25,48.9,250.7,-0.965
chukchi,71.0,-161.0,50.5,250.7,-1.013
chukchi,71.0,-160.75,51.4,250.7,-1.01
chukchi,71.0,-160.5,53.6,250.7,-0.899
chukchi,71.0,-160.0,62.2,250.7,-0.751
chukchi,71.0,-159.75,67.3,250.7,-0.245
chukchi,71.0,-159.5,74.1,250.7,-0.383
chukchi,71.0,-159.25,78.2,250.7,0.45
chukchi,71.0,-159.0,73.7,250.7,0.807
chukchi,71.0,-158.75,58.8,250.7,1.254
chukchi,71.0,-158.5,45.5,250.7,1.442
chukchi,71.0,-158.0,40.5,250.7,1.484
chukchi,71.0,-157.75,38.8,250.7,1.295
chukchi,71.0,-157.5,32.7,250.7,1.427
chukchi,71.0,-157.25,26.6,250.7,1.506
chukchi,71.25,-172.0,49.8,247.5,-0.534
chukchi,71.25,-171.75,50.0,247.5,-0.595
chukchi,71.25,-171.25,50.6,247.5,-0.651
chukchi,71.25,-171.0,50.8,247.5,-0.702
chukchi,71.25,-170.75,50.5,247.5,-0.742
chukchi,71.25,-170.5,50.4,247.5,-0.785
chukchi,71.25,-170.25,49.5,247.5,-0.836
chukchi,71.25,-170.0,49.6,247.5,-0.902
chukchi,71.25,-169.5,48.4,247.5,-0.984
chukchi,71.25,-169.25,48.0,247.5,-1.096
chukchi,71.25,-169.0,51.2,247.5,-1.212
chukchi,71.25,-168.75,50.1,247.5,-1.341
chukchi,71.25,-168.5,48.4,247.5,-1.418
chukchi,71.25,-168.25,48.2,247.5,-1.403
chukchi,71.25,-168.0,48.4,247.5,-1.311
chukchi,71.25,-167.5,48.8,247.5,-1.184
chukchi,71.25,-167.25,48.6,247.5,-1.03
chukchi,71.25,-167.0,47.4,247.5,-0.899
chukchi,71.25,-166.75,46.5,247.5,-0.817
chukchi,71.25,-166.5,45.7,247.5,-0.802
chukchi,71.25,-166.25,44.7,247.5,-0.846
chukchi,71.25,-165.75,42.3,247.5,-0.911
chukchi,71.25,-165.5,40.8,247.5,-1.033
chukchi,71.25,-165.25,41.1,247.5,-1.127
chukchi,71.25,-165.0,42.5,247.5,-1.199
chukchi,71.25,-164.75,44.1,247.5,-1.249
chukchi,71.25,-164.5,44.8,247.5,-1.296
chukchi,71.25,-164.25,44.6,247.5,-1.338
chukchi,71.25,-163.75,43.8,247.5,-1.371
chukchi,71.25,-163.5,44.5,247.5,-1.39
chukchi,71.25,-163.25,44.8,247.5,-1.396
chukchi,71.25,-163.0,45.9,247.5,-1.397
chukchi,71.25,-162.75,46.7,247.5,-1.402
chukchi,71.25,-162.5,47.0,247.5,-1.406
chukchi,71.25,-162.25,47.0,247.5,-1.414
chukchi,71.25,-161.75,48.0,247.5,-1.43
chukchi,71.25,-161.5,48.6,247.5,-1.434
chukchi,71.25,-161.25,48.8,247.5,-1.442
chukchi,71.25,-161.0,49.2,247.5,-1.45
chukchi,71.25,-160.75,50.6,247.5,-1.445
chukchi,71.25,-160.5,51.4,247.5,-1.451
chukchi,71.25,-160.0,52.5,247.5,-1.459
chukchi,71.25,-159.75,53.9,247.5,-1.454
chukchi,71.25,-159.5,56.2,247.5,-1.426
chukchi,71.25,-159.25,58.4,247.5,-1.32
chukchi,71.25,-159.0,65.9,247.5,-0.976
chukchi,71.25,-158.75,79.8,247.5,-0.699
chukchi,71.25,-158.5,92.8,247.5,-0.321
chukchi,71.25,-158.0,97.2,247.5,-0.026
chukchi,71.25,-157.75,98.9,247.5,0.05
chukchi,71.25,-157.5,100.4,247.5,0.153
chukchi,71.25,-157.25,95.1,247.5,-0.028
chukchi,71.25,-157.0,80.2,247.5,0.068
chukchi,71.25,-156.25,14.5,247.5,1.396
chukchi,71.5,-172.0,52.6,244.3,-0.849
chukchi,71.5,-171.75,53.1,244.3,-0.901
chukchi,71.5,-171.25,53.0,244.3,-0.937
chukchi,71.5,-171.0,53.0,244.3,-0.964
chukchi,71.5,-170.75,53.3,244.3,-0.986
chukchi,71.5,-170.5,53.9,244.3,-1.002
chukchi,71.5,-170.25,53.4,244.3,-1.014
chukchi,71.5,-170.0,52.8,244.3,-1.036
chukchi,71.5,-169.5,51.1,244.3,-1.103
chukchi,71.5,-169.25,49.7,244.3,-1.213
chukchi,71.5,-169.0,50.3,244.3,-1.309
chukchi,71.5,-168.75,51.1,244.3,-1.366
chukchi,71.5,-168.5,49.8,244.3,-1.409
chukchi,71.5,-168.25,49.5,244.3,-1.448
chukchi,71.5,-168.0,50.6,244.3,-1.46
chukchi,71.5,-167.5,49.5,244.3,-1.427
chukchi,71.5,-167.25,48.3,244.3,-1.342
chukchi,71.5,-167.0,46.5,244.3,-1.235
chukchi,71.5,-166.75,46.2,244.3,-1.161
chukchi,71.5,-166.5,46.5,244.3,-1.131
chukchi,71.5,-166.25,45.9,244.3,-1.136
chukchi,71.5,-165.75,42.0,244.3,-1.168
chukchi,71.5,-165.5,41.4,244.3,-1.219
chukchi,71.5,-165.25,41.7,244.3,-1.277
chukchi,71.5,-165.0,42.0,244.3,-1.332
chukchi,71.5,-164.75,41.4,244.3,-1.375
chukchi,71.5,-164.5,40.7,244.3,-1.402
chukchi,71.5,-164.25,40.6,244.3,-1.421
chukchi,71.5,-163.75,40.8,244.3,-1.438
chukchi,71.5,-163.5,41.2,244.3,-1.452
chukchi,71.5,-163.25,41.7,244.3,-1.464
chukchi,71.5,-163.0,42.8,244.3,-1.471
chukchi,71.5,-162.75,43.0,244.3,-1.475
chukchi,71.5,-162.5,43.5,244.3,-1.479
chukchi,71.5,-162.25,44.6,244.3,-1.481
chukchi,71.5,-161.75,46.9,244.3,-1.483
chukchi,71.5,-161.5,47.2,244.3,-1.486
chukchi,71.5,-161.25,47.9,244.3,-1.487
chukchi,71.5,-161.0,48.6,244.3,-1.49
chukchi,71.5,-160.75,49.8,244.3,-1.493
chukchi,71.5,-160.5,50.8,244.3,-1.494
chukchi,71.5,-160.0,50.7,244.3,-1.496
chukchi,71.5,-159.75,51.9,244.3,-1.497
chukchi,71.5,-159.5,54.0,244.3,-1.497
chukchi,71.5,-159.25,54.7,244.3,-1.491
chukchi,71.5,-159.0,56.2,244.3,-1.473
chukchi,71.5,-158.75,58.4,244.3,-1.421
chukchi,71.5,-158.5,60.8,244.3,-1.344
chukchi,71.5,-158.0,69.4,244.3,-1.103
chukchi,71.5,-157.75,73.0,244.3,-0.865
chukchi,71.5,-157.5,78.1,244.3,-0.692
chukchi,71.5,-157.25,89.2,244.3,-0.667
chukchi,71.5,-157.0,103.8,244.3,-0.631
chukchi,71.5,-156.75,117.3,244.3,-0.54
chukchi,71.5,-156.25,137.6,244.3,-0.137
chukchi,71.75,-172.0,55.6,241.2,-1.084
chukchi,71.75,-171.75,55.7,241.2,-1.125
chukchi,71.75,-171.25,55.9,241.2,-1.16
chukchi,71.75,-171.0,54.8,241.2,-1.185
chukchi,71.75,-170.75,55.6,241.2,-1.204
chukchi,71.75,-170.5,56.0,241.2,-1.212
chukchi,71.75,-170.25,55.8,241.2,-1.207
chukchi,71.75,-170.0,55.0,241.2,-1.199
chukchi,71.75,-169.5,51.0,241.2,-1.215
chukchi,71.75,-169.25,50.0,241.2,-1.263
chukchi,71.75,-169.0,50.1,241.2,-1.328
chukchi,71.75,-168.75,51.1,241.2,-1.385
chukchi,71.75,-168.5,50.4,241.2,-1.428
chukchi,71.75,-168.25,50.7,241.2,-1.463
chukchi,71.75,-168.0,50.9,241.2,-1.489
chukchi,71.75,-167.5,49.8,241.2,-1.488
chukchi,71.75,-167.25,48.7,241.2,-1.459
chukchi,71.75,-167.0,47.2,241.2,-1.419
chukchi,71.75,-166.75,45.9,241.2,-1.38
chukchi,71.75,-166.5,46.6,241.2,-1.35
chukchi,71.75,-166.25,46.1,241.2,-1.327
chukchi,71.75,-165.75,42.6,241.2,-1.321
chukchi,71.75,-165.5,42.0,241.2,-1.332
chukchi,71.75,-165.25,41.2,241.2,-1.362
chukchi,71.75,-165.0,40.9,241.2,-1.394
chukchi,71.75,-164.75,40.7,241.2,-1.418
chukchi,71.75,-164.5,40.1,241.2,-1.432
chukchi,71.75,-164.25,40.2,241.2,-1.442
chukchi,71.75,-163.75,40.7,241.2,-1.452
chukchi,71.75,-163.5,40.9,241.2,-1.463
chukchi,71.75,-163.25,40.6,241.2,-1.471
chukchi,71.75,-163.0,39.4,241.2,-1.472
chukchi,71.75,-162.75,40.2,241.2,-1.471
chukchi,71.75,-162.5,39.3,241.2,-1.461
chukchi,71.75,-162.25,38.9,241.2,-1.443
chukchi,71.75,-161.75,39.9,241.2,-1.429
chukchi,71.75,-161.5,40.0,241.2,-1.426
chukchi,71.75,-161.25,41.1,241.2,-1.428
chukchi,71.75,-161.0,42.1,241.2,-1.436
chukchi,71.75,-160.75,43.4,241.2,-1.445
chukchi,71.75,-160.5,42.8,241.2,-1.451
chukchi,71.75,-160.0,43.1,241.2,-1.456
chukchi,71.75,-159.75,48.7,241.2,-1.466
chukchi,71.75,-159.5,51.2,241.2,-1.479
chukchi,71.75,-159.25,53.1,241.2,-1.489
chukchi,71.75,-159.0,55.7,241.2,-1.498
chukchi,71.75,-158.75,56.9,241.2,-1.504
chukchi,71.75,-158.5,61.6,241.2,-1.511
chukchi,71.75,-158.0,67.1,241.2,-1.516
chukchi,71.75,-157.75,70.5,241.2,-1.49
chukchi,71.75,-157.5,73.0,241.2,-1.397
chukchi,71.75,-157.25,76.2,241.2,-1.273
chukchi,71.75,-157.0,75.6,241.2,-1.182
chukchi,71.75,-156.75,73.6,241.2,-1.133
chukchi,71.75,-156.25,82.8,241.2,-1.067
chukchi,72.0,-172.0,58.0,238.0,-1.293
chukchi,72.0,-171.75,59.4,238.0,-1.298
chukchi,72.0,-171.25,58.0,238.0,-1.31
chukchi,72.0,-171.0,57.5,238.0,-1.32
chukchi,72.0,-170.75,58.4,238.0,-1.329
chukchi,72.0,-170.5,59.6,238.0,-1.333
chukchi,72.0,-170.25,57.8,238.0,-1.329
chukchi,72.0,-170.0,55.9,238.0,-1.318
chukchi,72.0,-169.5,54.3,238.0,-1.314
chukchi,72.0,-169.25,54.1,238.0,-1.321
chukchi,72.0,-169.0,55.3,238.0,-1.343
chukchi,72.0,-168.75,53.5,238.0,-1.377
chukchi,72.0,-168.5,51.2,238.0,-1.422
chukchi,72.0,-168.25,51.4,238.0,-1.461
chukchi,72.0,-168.0,51.4,238.0,-1.487
chukchi,72.0,-167.5,50.5,238.0,-1.498
chukchi,72.0,-167.25,50.2,238.0,-1.494
chukchi,72.0,-167.0,50.1,238.0,-1.486
chukchi,72.0,-166.75,49.6,238.0,-1.475
chukchi,72.0,-166.5,48.8,238.0,-1.461
chukchi,72.0,-166.25,48.8,238.0,-1.443
chukchi,72.0,-165.75,47.6,238.0,-1.417
chukchi,72.0,-165.5,46.4,238.0,-1.403
chukchi,72.0,-165.25,44.3,238.0,-1.412
chukchi,72.0,-165.0,42.8,238.0,-1.418
chukchi,72.0,-164.75,41.2,238.0,-1.427
chukchi,72.0,-164.5,40.6,238.0,-1.438
chukchi,72.0,-164.25,40.2,238.0,-1.447
chukchi,72.0,-163.75,40.6,238.0,-1.457
chukchi,72.0,-163.5,40.4,238.0,-1.464
chukchi,72.0,-163.25,40.4,238.0,-1.467
chukchi,72.0,-163.0,39.4,238.0,-1.464
chukchi,72.0,-162.75,36.7,238.0,-1.447
chukchi,72.0,-162.5,33.6,238.0,-1.402
chukchi,72.0,-162.25,30.4,238.0,-1.355
chukchi,72.0,-161.75,31.7,238.0,-1.355
chukchi,72.0,-161.5,32.3,238.0,-1.372
chukchi,72.0,-161.25,34.4,238.0,-1.39
chukchi,72.0,-161.0,36.5,238.0,-1.406
chukchi,72.0,-160.75,38.7,238.0,-1.419
chukchi,72.0,-160.5,41.6,238.0,-1.428
chukchi,72.0,-160.0,42.6,238.0,-1.425
chukchi,72.0,-159.75,47.5,238.0,-1.438
chukchi,72.0,-159.5,49.6,238.0,-1.455
chukchi,72.0,-159.25,54.2,238.0,-1.471
chukchi,72.0,-159.0,54.6,238.0,-1.491
chukchi,72.0,-158.75,57.7,238.0,-1.507
chukchi,72.0,-158.5,61.0,238.0,-1.524
chukchi,72.0,-158.0,69.1,238.0,-1.543
chukchi,72.0,-157.75,72.7,238.0,-1.547
chukchi,72.0,-157.5,83.2,238.0,-1.523
chukchi,72.0,-157.25,114.6,238.0,-1.465
chukchi,72.0,-157.0,140.9,238.0,-1.382
chukchi,72.0,-156.75,171.5,238.0,-1.285
chukchi,72.25,-172.0,65.1,234.8,-1.482
chukchi,72.25,-171.75,62.2,234.8,-1.471
chukchi,72.25,-171.25,59.4,234.8,-1.455
chukchi,72.25,-171.0,60.3,234.8,-1.445
chukchi,72.25,-170.75,60.4,234.8,-1.443
chukchi,72.25,-170.5,61.2,234.8,-1.44
chukchi,72.25,-170.25,59.1,234.8,-1.434
chukchi,72.25,-170.0,58.2,234.8,-1.428
chukchi,72.25,-169.5,57.4,234.8,-1.423
chukchi,72.25,-169.25,58.9,234.8,-1.419
chukchi,72.25,-169.0,59.8,234.8,-1.417
chukchi,72.25,-168.75,57.3,234.8,-1.416
chukchi,72.25,-168.5,54.8,234.8,-1.425
chukchi,72.25,-168.25,54.2,234.8,-1.447
chukchi,72.25,-168.0,53.8,234.8,-1.469
chukchi,72.25,-167.5,52.5,234.8,-1.485
chukchi,72.25,-167.25,52.2,234.8,-1.493
chukchi,72.25,-167.0,51.0,234.8,-1.496
chukchi,72.25,-166.75,50.9,234.8,-1.497
chukchi,72.25,-166.5,51.6,234.8,-1.495
chukchi,72.25,-166.25,51.1,234.8,-1.49
chukchi,72.25,-165.75,51.4,234.8,-1.481
chukchi,72.25,-165.5,50.9,234.8,-1.472
chukchi,72.25,-165.25,50.7,234.8,-1.464
chukchi,72.25,-165.0,49.8,234.8,-1.457
chukchi,72.25,-164.75,49.4,234.8,-1.455
chukchi,72.25,-164.5,49.0,234.8,-1.454
chukchi,72.25,-164.25,47.7,234.8,-1.456
chukchi,72.25,-163.75,45.8,234.8,-1.459
chukchi,72.25,-163.5,43.9,234.8,-1.463
chukchi,72.25,-163.25,42.2,234.8,-1.464
chukchi,72.25,-163.0,41.0,234.8,-1.462
chukchi,72.25,-162.75,40.6,234.8,-1.455
chukchi,72.25,-162.5,40.1,234.8,-1.434
chukchi,72.25,-162.25,40.1,234.8,-1.411
chukchi,72.25,-161.75,42.9,234.8,-1.408
chukchi,72.25,-161.5,43.3,234.8,-1.415
chukchi,72.25,-161.25,42.7,234.8,-1.419
chukchi,72.25,-161.0,43.3,234.8,-1.424
chukchi,72.25,-160.75,45.1,234.8,-1.431
chukchi,72.25,-160.5,47.0,234.8,-1.439
chukchi,72.25,-160.0,49.1,234.8,-1.444
chukchi,72.25,-159.75,50.1,234.8,-1.45
chukchi,72.25,-159.5,51.4,234.8,-1.46
chukchi,72.25,-159.25,53.4,234.8,-1.472
chukchi,72.25,-159.0,55.6,234.8,-1.486
chukchi,72.25,-158.75,55.4,234.8,-1.5
chukchi,72.25,-158.5,58.6,234.8,-1.516
chukchi,72.25,-158.0,104.5,234.8,-1.534
chukchi,72.25,-157.75,151.5,234.8,-1.527
chukchi,72.25,-157.5,198.1,234.8,-1.272
chukchi,72.5,-172.0,73.5,231.6,-1.586
chukchi,72.5,-171.75,63.3,231.6,-1.58
chukchi,72.5,-171.25,58.6,231.6,-1.567
chukchi,72.5,-171.0,61.9,231.6,-1.565
chukchi,72.5,-170.75,64.9,231.6,-1.563
chukchi,72.5,-170.5,64.0,231.6,-1.553
chukchi,72.5,-170.25,60.5,231.6,-1.543
chukchi,72.5,-170.0,59.5,231.6,-1.541
chukchi,72.5,-169.5,63.7,231.6,-1.54
chukchi,72.5,-169.25,74.8,231.6,-1.537
chukchi,72.5,-169.0,68.1,231.6,-1.524
chukchi,72.5,-168.75,59.1,231.6,-1.502
chukchi,72.5,-168.5,58.0,231.6,-1.482
chukchi,72.5,-168.25,57.9,231.6,-1.475
chukchi,72.5,-168.0,56.9,231.6,-1.48
chukchi,72.5,-167.5,54.1,231.6,-1.489
chukchi,72.5,-167.25,54.8,231.6,-1.496
chukchi,72.5,-167.0,55.1,231.6,-1.501
chukchi,72.5,-166.75,55.7,231.6,-1.504
chukchi,72.5,-166.5,56.5,231.6,-1.507
chukchi,72.5,-166.25,55.9,231.6,-1.507
chukchi,72.5,-165.75,56.0,231.6,-1.507
chukchi,72.5,-165.5,55.3,231.6,-1.504
chukchi,72.5,-165.25,56.6,231.6,-1.502
chukchi,72.5,-165.0,55.4,231.6,-1.499
chukchi,72.5,-164.75,55.5,231.6,-1.496
chukchi,72.5,-164.5,55.9,231.6,-1.491
chukchi,72.5,-164.25,56.1,231.6,-1.486
chukchi,72.5,-163.75,54.5,231.6,-1.481
chukchi,72.5,-163.5,53.7,231.6,-1.478
chukchi,72.5,-163.25,50.2,231.6,-1.474
chukchi,72.5,-163.0,46.9,231.6,-1.471
chukchi,72.5,-162.75,47.1,231.6,-1.469
chukchi,72.5,-162.5,46.9,231.6,-1.467
chukchi,72.5,-162.25,47.1,231.6,-1.465
chukchi,72.5,-161.75,47.8,231.6,-1.464
chukchi,72.5,-161.5,50.9,231.6,-1.462
chukchi,72.5,-161.25,50.1,231.6,-1.46
chukchi,72.5,-161.0,50.3,231.6,-1.459
chukchi,72.5,-160.75,51.1,231.6,-1.459
chukchi,72.5,-160.5,52.5,231.6,-1.46
chukchi,72.5,-160.0,57.8,231.6,-1.461
chukchi,72.5,-159.75,62.5,231.6,-1.467
chukchi,72.5,-159.5,72.2,231.6,-1.474
chukchi,72.5,-159.25,88.9,231.6,-1.483
chukchi,72.5,-159.0,108.5,231.6,-1.492
chukchi,72.5,-158.75,132.3,231.6,-1.41
chukchi,72.5,-158.5,167.7,231.6,-1.374
chukchi,72.75,-172.0,76.9,228.4,-1.552
chukchi,72.75,-171.75,65.6,228.4,-1.568
chukchi,72.75,-171.25,62.6,228.4,-1.54
chukchi,72.75,-171.0,63.1,228.4,-1.497
chukchi,72.75,-170.75,66.2,228.4,-1.516
chukchi,72.75,-170.5,68.1,228.4,-1.556
chukchi,72.75,-170.25,79.0,228.4,-1.568
chukchi,72.75,-170.0,85.3,228.4,-1.542
chukchi,72.75,-169.5,92.4,228.4,-1.516
chukchi,72.75,-169.25,88.9,228.4,-1.549
chukchi,72.75,-169.0,73.6,228.4,-1.557
chukchi,72.75,-168.75,61.8,228.4,-1.563
chukchi,72.75,-168.5,60.4,228.4,-1.554
chukchi,72.75,-168.25,62.1,228.4,-1.543
chukchi,72.75,-168.0,63.5,228.4,-1.533
chukchi,72.75,-167.5,58.8,228.4,-1.527
chukchi,72.75,-167.25,58.8,228.4,-1.53
chukchi,72.75,-167.0,59.0,228.4,-1.535
chukchi,72.75,-166.75,59.3,228.4,-1.537
chukchi,72.75,-166.5,59.1,228.4,-1.537
chukchi,72.75,-166.25,60.0,228.4,-1.537
chukchi,72.75,-165.75,61.2,228.4,-1.537
chukchi,72.75,-165.5,61.3,228.4,-1.538
chukchi,72.75,-165.25,62.8,228.4,-1.537
chukchi,72.75,-165.0,64.4,228.4,-1.537
chukchi,72.75,-164.75,64.8,228.4,-1.537
chukchi,72.75,-164.5,66.5,228.4,-1.535
chukchi,72.75,-164.25,68.3,228.4,-1.533
chukchi,72.75,-163.75,72.5,228.4,-1.528
chukchi,72.75,-163.5,71.7,228.4,-1.52
chukchi,72.75,-163.25,74.6,228.4,-1.516
chukchi,72.75,-163.0,75.9,228.4,-1.515
chukchi,72.75,-162.75,84.8,228.4,-1.512
chukchi,72.75,-162.5,86.5,228.4,-1.503
chukchi,72.75,-162.25,76.6,228.4,-1.495
chukchi,72.75,-161.75,65.9,228.4,-1.488
chukchi,72.75,-161.5,60.3,228.4,-1.486
chukchi,72.75,-161.25,61.6,228.4,-1.485
chukchi,72.75,-161.0,63.3,228.4,-1.484
chukchi,72.75,-160.75,64.5,228.4,-1.486
chukchi,72.75,-160.5,74.6,228.4,-1.491
chukchi,72.75,-160.0,118.9,228.4,-1.498
chukchi,72.75,-159.75,157.1,228.4,-1.44
chukchi,72.75,-159.5,196.5,228.4,-1.189
beaufort,69.0,-137.25,4.1,276.0,5.219
beaufort,69.0,-137.0,2.5,276.0,8.425
beaufort,69.0,-136.75,1.6,276.0,9.27
beaufort,69.0,-136.5,1.1,276.0,9.751
beaufort,69.0,-136.25,1.3,276.0,10.616
beaufort,69.25,-138.5,29.9,272.8,3.706
beaufort,69.25,-138.25,49.0,272.8,1.196
beaufort,69.25,-138.0,41.8,272.8,1.129
beaufort,69.25,-137.5,35.2,272.8,1.373
beaufort,69.25,-137.25,17.6,272.8,2.757
beaufort,69.25,-137.0,7.9,272.8,6.057
beaufort,69.25,-136.75,4.9,272.8,8.001
beaufort,69.25,-136.5,2.8,272.8,8.553
beaufort,69.25,-136.25,3.2,272.8,8.404
beaufort,69.5,-138.75,87.6,269.7,2.653
beaufort,69.5,-138.5,122.4,269.7,0.34
beaufort,69.5,-138.25,116.7,269.7,-0.383
beaufort,69.5,-138.0,77.7,269.7,-0.208
beaufort,69.5,-137.5,50.9,269.7,-0.036
beaufort,69.5,-137.25,34.7,269.7,0.4
beaufort,69.5,-137.0,20.1,269.7,2.347
beaufort,69.5,-136.75,13.5,269.7,5.159
beaufort,69.5,-136.5,10.0,269.7,6.796
beaufort,69.5,-136.25,7.4,269.7,7.122
beaufort,69.5,-136.0,5.7,269.7,7.454
beaufort,69.5,-135.0,2.2,269.7,7.29
beaufort,69.5,-133.5,4.7,269.7,8.108
beaufort,69.5,-133.25,5.1,269.7,7.457
beaufort,69.75,-141.25,34.7,266.5,1.044
beaufort,69.75,-141.0,36.0,266.5,0.638
beaufort,69.75,-140.75,36.2,266.5,0.443
beaufort,69.75,-140.5,36.8,266.5,1.168
beaufort,69.75,-140.25,38.2,266.5,0.434
beaufort,69.75,-140.0,39.5,266.5,0.306
beaufort,69.75,-139.75,40.9,266.5,0.063
beaufort,69.75,-139.25,81.1,266.5,0.248
beaufort,69.75,-139.0,166.1,266.5,-0.649
beaufort,69.75,-138.25,170.7,266.5,-1.025
beaufort,69.75,-138.0,116.9,266.5,-0.945
beaufort,69.75,-137.5,57.5,266.5,-0.562
beaufort,69.75,-137.25,41.6,266.5,-0.13
beaufort,69.75,-137.0,30.2,266.5,1.002
beaufort,69.75,-136.75,24.0,266.5,2.506
beaufort,69.75,-136.5,20.4,266.5,3.879
beaufort,69.75,-136.25,18.0,266.5,4.486
beaufort,69.75,-136.0,17.5,266.5,4.969
beaufort,69.75,-135.5,17.2,266.5,4.364
beaufort,69.75,-135.25,15.0,266.5,5.57
beaufort,69.75,-135.0,12.1,266.5,6.233
beaufort,69.75,-134.75,10.3,266.5,6.84
beaufort,69.75,-134.5,9.0,266.5,6.961
beaufort,69.75,-134.25,9.0,266.5,7.389
beaufort,69.75,-133.75,12.9,266.5,6.944
beaufort,69.75,-133.5,15.3,266.5,6.519
beaufort,69.75,-133.25,13.5,266.5,5.974
beaufort,69.75,-133.0,11.3,266.5,5.948
beaufort,70.0,-144.75,19.0,263.4,2.348
beaufort,70.0,-142.25,42.2,263.4,0.781
beaufort,70.0,-142.0,46.5,263.4,0.614
beaufort,70.0,-141.75,49.0,263.4,0.198
beaufort,70.0,-141.25,50.6,263.4,-0.038
beaufort,70.0,-141.0,49.3,263.4,-0.179
beaufort,70.0,-140.75,49.3,263.4,-0.267
beaufort,70.0,-140.5,50.0,263.4,-0.355
beaufort,70.0,-140.25,60.8,263.4,-0.449
beaufort,70.0,-140.0,98.8,263.4,-0.507
beaufort,70.0,-139.75,141.2,263.4,-0.633
beaufort,70.0,-138.0,142.5,263.4,-0.999
beaufort,70.0,-137.5,55.8,263.4,-0.767
beaufort,70.0,-137.25,45.3,263.4,-0.324
beaufort,70.0,-137.0,41.4,263.4,0.461
beaufort,70.0,-136.75,40.0,263.4,1.055
beaufort,70.0,-136.5,40.3,263.4,1.238
beaufort,70.0,-136.25,40.6,263.4,1.403
beaufort,70.0,-136.0,41.1,263.4,1.558
beaufort,70.0,-135.5,43.0,263.4,1.451
beaufort,70.0,-135.25,39.7,263.4,1.558
beaufort,70.0,-135.0,33.5,263.4,2.252
beaufort,70.0,-134.75,29.0,263.4,3.165
beaufort,70.0,-134.5,28.1,263.4,3.554
beaufort,70.0,-134.25,29.4,263.4,3.461
beaufort,70.0,-133.75,36.8,263.4,2.943
beaufort,70.0,-133.5,32.1,263.4,2.565
beaufort,70.0,-133.25,25.8,263.4,3.579
beaufort,70.25,-147.75,8.1,260.2,3.856
beaufort,70.25,-147.5,11.3,260.2,3.509
beaufort,70.25,-147.25,15.5,260.2,3.619
beaufort,70.25,-146.75,24.5,260.2,2.963
beaufort,70.25,-146.5,28.5,260.2,2.287
beaufort,70.25,-146.25,31.4,260.2,1.173
beaufort,70.25,-146.0,31.7,260.2,1.581
beaufort,70.25,-145.75,33.2,260.2,1.147
beaufort,70.25,-145.5,32.2,260.2,1.078
beaufort,70.25,-145.0,38.7,260.2,0.765
beaufort,70.25,-144.75,41.1,260.2,0.606
beaufort,70.25,-144.5,42.5,260.2,0.548
beaufort,70.25,-144.25,41.4,260.2,0.641
beaufort,70.25,-144.0,42.2,260.2,0.331
beaufort,70.25,-143.75,44.7,260.2,1.097
beaufort,70.25,-143.5,47.6,260.2,0.233
beaufort,70.25,-143.0,53.7,260.2,0.087
beaufort,70.25,-142.75,56.4,260.2,0.172
beaufort,70.25,-142.5,56.1,260.2,-0.063
beaufort,70.25,-142.25,57.7,260.2,-0.242
beaufort,70.25,-142.0,81.8,260.2,-0.471
beaufort,70.25,-141.75,130.0,260.2,-0.562
beaufort,70.25,-141.25,197.7,260.2,-0.619
beaufort,70.25,-136.75,112.1,260.2,-0.265
beaufort,70.25,-136.5,62.7,260.2,-0.392
beaufort,70.25,-136.25,58.3,260.2,-0.331
beaufort,70.25,-136.0,59.4,260.2,-0.267
beaufort,70.25,-135.5,58.3,260.2,-0.261
beaufort,70.25,-135.25,55.5,260.2,-0.234
beaufort,70.25,-135.0,51.8,260.2,-0.019
beaufort,70.25,-134.75,48.0,260.2,0.313
beaufort,70.25,-134.5,49.2,260.2,0.379
beaufort,70.25,-134.25,50.4,260.2,0.361
beaufort,70.25,-133.75,57.2,260.2,0.456
beaufort,70.5,-151.75,5.3,257.1,3.667
beaufort,70.5,-151.5,7.5,257.1,3.619
beaufort,70.5,-151.25,8.8,257.1,3.333
beaufort,70.5,-151.0,9.7,257.1,2.751
beaufort,70.5,-150.5,11.5,257.1,2.652
beaufort,70.5,-150.25,11.3,257.1,2.699
beaufort,70.5,-150.0,10.5,257.1,2.582
