zone,forecaster,lead,bin,n,p_mean,o_freq
beaufort,persistence,3,0,23,0.058895733280756236,0.043478260869565216
beaufort,persistence,3,1,15,0.1379957950755599,0.0
beaufort,persistence,3,2,125,0.26135094841265233,0.072
beaufort,persistence,3,3,12,0.34808671423372334,0.16666666666666666
beaufort,persistence,3,4,4,0.4440839401297663,0.0
beaufort,persistence,3,5,7,0.5295674185827661,0.2857142857142857
beaufort,persistence,3,6,15,0.6564567414603093,0.26666666666666666
beaufort,persistence,3,7,19,0.7444421296201038,0.3684210526315789
beaufort,persistence,3,8,26,0.8376148872723965,0.46153846153846156
beaufort,persistence,3,9,47,0.9568540944254117,0.3829787234042553
beaufort,pnt_persistence,3,0,164,0.06661572600132071,0.07317073170731707
beaufort,pnt_persistence,3,1,7,0.1411958450453784,0.2857142857142857
beaufort,pnt_persistence,3,2,2,0.24870445344129555,0.0
beaufort,pnt_persistence,3,3,4,0.37738970768101765,0.0
beaufort,pnt_persistence,3,4,6,0.4218450187163087,0.0
beaufort,pnt_persistence,3,5,8,0.576726893562403,0.125
beaufort,pnt_persistence,3,6,9,0.6655336104846362,0.2222222222222222
beaufort,pnt_persistence,3,7,10,0.7420539787828249,0.5
beaufort,pnt_persistence,3,8,44,0.837990921465536,0.45454545454545453
beaufort,pnt_persistence,3,9,39,0.9715588565262891,0.3333333333333333
beaufort,climatology,6,0,205,0.06675401238783506,0.06829268292682927
beaufort,climatology,6,1,5,0.11800399513673798,0.2
beaufort,climatology,6,6,1,0.6675191815856778,0.0
beaufort,climatology,6,7,18,0.7411696506658728,0.3888888888888889
beaufort,climatology,6,8,43,0.8279772760420915,0.5116279069767442
beaufort,climatology,6,9,18,0.942038387777727,0.5555555555555556
beaufort,damped_persistence,6,0,190,0.06684801135572047,0.06842105263157895
beaufort,damped_persistence,6,1,5,0.14409820464650847,0.2
beaufort,damped_persistence,6,2,4,0.25244349674974076,0.0
beaufort,damped_persistence,6,3,1,0.3481781376518219,0.0
beaufort,damped_persistence,6,5,1,0.5734939759036145,1.0
beaufort,damped_persistence,6,6,12,0.6847440793071358,0.25
beaufort,damped_persistence,6,7,12,0.7539845614022944,0.5
beaufort,damped_persistence,6,8,44,0.8306889988561603,0.45454545454545453
beaufort,damped_persistence,6,9,21,0.9417443561539864,0.47619047619047616
beaufort,persistence,6,0,17,0.05119164164461788,0.0
beaufort,persistence,6,1,21,0.12774730662920467,0.047619047619047616
beaufort,persistence,6,2,90,0.25445715112934825,0.07777777777777778
beaufort,persistence,6,3,39,0.326362345650118,0.10256410256410256
beaufort,persistence,6,4,4,0.4392201361870812,0.0
beaufort,persistence,6,5,1,0.5896414342629482,0.0
beaufort,persistence,6,6,20,0.6566012099843272,0.35
beaufort,persistence,6,7,31,0.7487802020506655,0.45161290322580644
beaufort,persistence,6,8,33,0.8636579255564942,0.5151515151515151
beaufort,persistence,6,9,34,0.9667870669985147,0.11764705882352941
beaufort,pnt_persistence,6,0,143,0.06617057410374699,0.06993006993006994
beaufort,pnt_persistence,6,1,12,0.13181728198449347,0.08333333333333333
beaufort,pnt_persistence,6,2,1,0.22761194029850745,0.0
beaufort,pnt_persistence,6,3,3,0.3346115469507532,0.0
beaufort,pnt_persistence,6,4,1,0.497907949790795,0.0
beaufort,pnt_persistence,6,5,6,0.5712925063107727,0.3333333333333333
beaufort,pnt_persistence,6,6,27,0.6533195678498204,0.37037037037037035
beaufort,pnt_persistence,6,7,29,0.7356227812286973,0.3448275862068966
beaufort,pnt_persistence,6,8,35,0.8574006361955687,0.4857142857142857
beaufort,pnt_persistence,6,9,33,0.9744433471872684,0.12121212121212122
chukchi,climatology,1,0,200,0.07134884311434365,0.125
chukchi,climatology,1,1,26,0.12897524140156497,0.5
chukchi,climatology,1,2,2,0.26876570520392606,0.0
chukchi,climatology,1,3,2,0.34922338551264653,1.0
chukchi,climatology,1,4,3,0.4690600734675893,0.6666666666666666
chukchi,climatology,1,5,2,0.552645881006865,0.0
chukchi,climatology,1,6,15,0.6750053122179421,0.4666666666666667
chukchi,climatology,1,7,14,0.7295564782222085,0.5714285714285714
chukchi,climatology,1,8,25,0.8600665434875185,0.52
chukchi,climatology,1,9,6,0.9222394843010634,0.5
chukchi,damped_persistence,1,0,134,0.0691745556193972,0.11940298507462686
chukchi,damped_persistence,1,1,67,0.12601418178848306,0.07462686567164178
chukchi,damped_persistence,1,2,16,0.2165137897016734,0.25
chukchi,damped_persistence,1,3,3,0.35151243738226673,0.6666666666666666
chukchi,damped_persistence,1,5,2,0.5518099045081057,0.0
chukchi,damped_persistence,1,6,2,0.6528305899366253,0.0
chukchi,damped_persistence,1,7,13,0.7643396346624942,0.3076923076923077
chukchi,damped_persistence,1,8,8,0.8551340828683361,0.375
chukchi,damped_persistence,1,9,50,0.973433455080492,0.78
chukchi,persistence,1,0,94,0.06265888616049037,0.07446808510638298
chukchi,persistence,1,1,92,0.15619647781267118,0.08695652173913043
chukchi,persistence,1,2,19,0.23786897610314556,0.21052631578947367
chukchi,persistence,1,3,7,0.3507506734059848,0.2857142857142857
chukchi,persistence,1,4,1,0.4734848484848485,0.0
chukchi,persistence,1,6,3,0.6433295919976589,0.0
chukchi,persistence,1,7,14,0.7681363471292801,0.35714285714285715
chukchi,persistence,1,8,9,0.8437929273350216,0.5555555555555556
chukchi,persistence,1,9,56,0.9790587753035075,0.75
chukchi,pnt_persistence,1,0,194,0.05299061051381737,0.07216494845360824
chukchi,pnt_persistence,1,1,10,0.12713139337000662,0.4
chukchi,pnt_persistence,1,2,2,0.27630262449011006,0.5
chukchi,pnt_persistence,1,3,1,0.3469387755102041,0.0
chukchi,pnt_persistence,1,4,2,0.45557338275771453,0.0
chukchi,pnt_persistence,1,5,2,0.5450676316016196,0.5
chukchi,pnt_persistence,1,6,4,0.6695724469727856,0.25
chukchi,pnt_persistence,1,7,13,0.7597068515807701,0.46153846153846156
chukchi,pnt_persistence,1,8,9,0.8571455686566332,0.4444444444444444
chukchi,pnt_persistence,1,9,58,0.9791224409237771,0.7241379310344828
chukchi,climatology,2,0,201,0.07087154686191172,0.12437810945273632
chukchi,climatology,2,1,23,0.1292517038660823,0.5217391304347826
chukchi,climatology,2,2,3,0.2537959774899828,0.3333333333333333
chukchi,climatology,2,4,3,0.4535865873209967,1.0
chukchi,climatology,2,5,4,0.5520539497755391,0.25
chukchi,climatology,2,6,14,0.6756365607695788,0.35714285714285715
chukchi,climatology,2,7,14,0.7397723710004851,0.6428571428571429
chukchi,climatology,2,8,27,0.8617524556371621,0.5555555555555556
chukchi,climatology,2,9,5,0.9256345275001889,0.4
chukchi,damped_persistence,2,0,114,0.07128055955589388,0.16666666666666666
chukchi,damped_persistence,2,1,83,0.13017083799636892,0.07228915662650602
chukchi,damped_persistence,2,2,5,0.2525114753212024,0.2
chukchi,damped_persistence,2,3,9,0.3459986782645596,0.5555555555555556
chukchi,damped_persistence,2,4,2,0.4314822125718296,0.5
chukchi,damped_persistence,2,5,1,0.5650118203309693,1.0
chukchi,damped_persistence,2,6,4,0.6611496690647136,0.75
chukchi,damped_persistence,2,7,22,0.7452506706599145,0.4090909090909091
chukchi,damped_persistence,2,8,22,0.8642228540696297,0.5454545454545454
chukchi,damped_persistence,2,9,32,0.9814007531087068,0.5
chukchi,persistence,2,0,35,0.06105928619819118,0.17142857142857143
chukchi,persistence,2,1,76,0.1486261409572227,0.09210526315789473
chukchi,persistence,2,2,72,0.2358406210027593,0.1111111111111111
chukchi,persistence,2,3,7,0.34462039761971336,0.7142857142857143
chukchi,persistence,2,4,10,0.44252289443321224,0.2
chukchi,persistence,2,5,3,0.566127115248594,0.3333333333333333
chukchi,persistence,2,6,8,0.6783618924059698,0.5
chukchi,persistence,2,7,15,0.7450848520279029,0.4
chukchi,persistence,2,8,17,0.8519771469451046,0.4117647058823529
chukchi,persistence,2,9,51,0.9739539185709998,0.5294117647058824
chukchi,pnt_persistence,2,0,175,0.060246560549618126,0.10857142857142857
chukchi,pnt_persistence,2,1,12,0.14216074313171373,0.4166666666666667
chukchi,pnt_persistence,2,2,5,0.23800685243319605,0.6
chukchi,pnt_persistence,2,3,2,0.34081165059285623,0.5
chukchi,pnt_persistence,2,4,3,0.44332737301613917,0.0
chukchi,pnt_persistence,2,5,7,0.5544836636432139,0.2857142857142857
chukchi,pnt_persistence,2,6,10,0.6487469357118346,0.3
chukchi,pnt_persistence,2,7,8,0.7634175430007191,0.25
chukchi,pnt_persistence,2,8,18,0.8526541605334366,0.6111111111111112
chukchi,pnt_persistence,2,9,54,0.9732525918391993,0.5
chukchi,climatology,3,0,200,0.07103910315163309,0.125
chukchi,climatology,3,1,22,0.12915097281285773,0.5
chukchi,climatology,3,2,4,0.2366325045148397,0.5
chukchi,climatology,3,4,2,0.45115555726220974,1.0
chukchi,climatology,3,5,3,0.565099904528096,0.3333333333333333
chukchi,climatology,3,6,16,0.6707850959333862,0.375
chukchi,climatology,3,7,13,0.7419039233653859,0.6153846153846154
chukchi,climatology,3,8,28,0.8603959019651578,0.5714285714285714
chukchi,climatology,3,9,5,0.9257697637780871,0.4
chukchi,damped_persistence,3,0,112,0.07384242421492407,0.15178571428571427
chukchi,damped_persistence,3,1,66,0.1536737767255287,0.15151515151515152
chukchi,damped_persistence,3,2,16,0.22334808891351454,0.0
chukchi,damped_persistence,3,3,8,0.34323261955111156,0.5
chukchi,damped_persistence,3,4,3,0.469011868757617,0.3333333333333333
chukchi,damped_persistence,3,5,4,0.5459799497699241,0.5
chukchi,damped_persistence,3,6,10,0.6695444746496862,0.5
chukchi,damped_persistence,3,7,25,0.7448021593203705,0.36
chukchi,damped_persistence,3,8,26,0.8628535055222002,0.6153846153846154
chukchi,damped_persistence,3,9,23,0.9677706195096603,0.391304347826087
chukchi,persistence,3,0,28,0.05358586344888451,0.10714285714285714
chukchi,persistence,3,1,82,0.15795156263911733,0.10975609756097561
chukchi,persistence,3,2,62,0.23317967621516825,0.1774193548387097
chukchi,persistence,3,3,7,0.3521502680688666,0.0
chukchi,persistence,3,4,8,0.45376356397661155,0.625
chukchi,persistence,3,5,6,0.5449453453556763,0.16666666666666666
chukchi,persistence,3,6,7,0.6383775761255616,0.7142857142857143
chukchi,persistence,3,7,23,0.7352675906580209,0.34782608695652173
chukchi,persistence,3,8,24,0.8414417260267203,0.5416666666666666
chukchi,persistence,3,9,46,0.9775065251804136,0.391304347826087
chukchi,pnt_persistence,3,0,153,0.06167448201424357,0.11764705882352941
chukchi,pnt_persistence,3,1,17,0.1439416071379754,0.47058823529411764
chukchi,pnt_persistence,3,2,7,0.2513050361843116,0.42857142857142855
chukchi,pnt_persistence,3,3,1,0.348,1.0
chukchi,pnt_persistence,3,4,2,0.46539612615807713,0.0
chukchi,pnt_persistence,3,5,12,0.5585039947649234,0.08333333333333333
chukchi,pnt_persistence,3,6,15,0.6607807119921313,0.4
chukchi,pnt_persistence,3,7,15,0.7431382927107026,0.3333333333333333
chukchi,pnt_persistence,3,8,25,0.8371043280702315,0.52
chukchi,pnt_persistence,3,9,46,0.9827430518570834,0.391304347826087
chukchi,climatology,6,0,194,0.07155958002537033,0.11855670103092783
chukchi,climatology,6,1,23,0.12659693381313183,0.43478260869565216
chukchi,climatology,6,2,5,0.2181534326678179,0.8
chukchi,climatology,6,3,1,0.35786802030456855,0.0
chukchi,climatology,6,4,1,0.4238875878220141,1.0
chukchi,climatology,6,5,4,0.5753209461066688,0.25
chukchi,climatology,6,6,16,0.6717327235565379,0.4375
chukchi,climatology,6,7,12,0.7302728538718651,0.6666666666666666
chukchi,climatology,6,8,29,0.8582761370612717,0.5517241379310345
chukchi,climatology,6,9,5,0.9329835366540692,0.4
chukchi,damped_persistence,6,0,165,0.07502183834314843,0.12121212121212122
chukchi,damped_persistence,6,1,22,0.11848158811912715,0.2727272727272727
chukchi,damped_persistence,6,2,12,0.2539017215031643,0.6666666666666666
chukchi,damped_persistence,6,3,3,0.3719985703829625,0.6666666666666666
chukchi,damped_persistence,6,4,6,0.4363977558146215,0.16666666666666666
chukchi,damped_persistence,6,5,2,0.5290829675438407,0.0
chukchi,damped_persistence,6,6,31,0.6566062104006867,0.41935483870967744
chukchi,damped_persistence,6,7,13,0.7629175271026469,0.38461538461538464
chukchi,damped_persistence,6,8,22,0.8645768030420249,0.6363636363636364
chukchi,damped_persistence,6,9,14,0.9610452031886576,0.21428571428571427
chukchi,persistence,6,0,28,0.05381859644772714,0.03571428571428571
chukchi,persistence,6,1,55,0.14407367875101826,0.2545454545454545
chukchi,persistence,6,2,28,0.2554955430710263,0.07142857142857142
chukchi,persistence,6,3,37,0.33092442186876814,0.10810810810810811
chukchi,persistence,6,4,24,0.47083350420141823,0.4583333333333333
chukchi,persistence,6,5,12,0.5675629792219292,0.5
chukchi,persistence,6,6,25,0.6249289474797647,0.44
chukchi,persistence,6,7,11,0.7516738615092596,0.2727272727272727
chukchi,persistence,6,8,33,0.8500376330461084,0.45454545454545453
chukchi,persistence,6,9,37,0.9808090662826249,0.13513513513513514
chukchi,pnt_persistence,6,0,126,0.0719280666238084,0.1349206349206349
chukchi,pnt_persistence,6,1,19,0.13018314914219264,0.5789473684210527
chukchi,pnt_persistence,6,2,8,0.23343775606800143,0.25
chukchi,pnt_persistence,6,3,2,0.3438618897509911,0.5
chukchi,pnt_persistence,6,4,7,0.44277642129447903,0.42857142857142855
chukchi,pnt_persistence,6,5,20,0.556842338666414,0.3
chukchi,pnt_persistence,6,6,22,0.6362901346830782,0.4090909090909091
chukchi,pnt_persistence,6,7,16,0.749245276244711,0.25
chukchi,pnt_persistence,6,8,29,0.8386584217669018,0.41379310344827586
chukchi,pnt_persistence,6,9,41,0.9745811298925587,0.17073170731707318
egoa,climatology,1,0,142,0.0950341098091024,0.20422535211267606
egoa,climatology,1,1,153,0.10750051860700535,0.19607843137254902
egoa,damped_persistence,1,0,227,0.055140718026216,0.048458149779735685
egoa,damped_persistence,1,1,17,0.13539567813591002,0.29411764705882354
egoa,damped_persistence,1,2,2,0.267238254425358,0.5
egoa,damped_persistence,1,3,4,0.35591273312156957,0.5
egoa,damped_persistence,1,5,1,0.5796019900497512,1.0
egoa,damped_persistence,1,7,1,0.728,1.0
egoa,damped_persistence,1,9,43,0.9853206552764733,0.8837209302325582
egoa,persistence,1,0,226,0.04806045404732704,0.048672566371681415
egoa,persistence,1,1,4,0.13575344843509105,0.5
egoa,persistence,1,2,3,0.24654269152307284,0.3333333333333333
egoa,persistence,1,3,2,0.3781535098480962,0.0
egoa,persistence,1,4,1,0.40198511166253104,0.0
egoa,persistence,1,5,2,0.5677856301531213,0.0
egoa,persistence,1,7,2,0.7741363875291567,0.5
egoa,persistence,1,8,9,0.8685325680704277,0.4444444444444444
egoa,persistence,1,9,46,0.9820797141872337,0.8695652173913043
egoa,pnt_persistence,1,0,227,0.046339445022307156,0.05286343612334802
egoa,pnt_persistence,1,1,3,0.12052053809524825,0.3333333333333333
egoa,pnt_persistence,1,4,1,0.44933078393881454,1.0
egoa,pnt_persistence,1,6,2,0.6637673063879025,0.0
egoa,pnt_persistence,1,7,1,0.71712158808933,0.0
egoa,pnt_persistence,1,8,12,0.8601953749410082,0.3333333333333333
egoa,pnt_persistence,1,9,49,0.9797527970205809,0.8367346938775511
egoa,climatology,2,0,143,0.09550973760702798,0.21678321678321677
egoa,climatology,2,1,151,0.10759088807432485,0.19205298013245034
egoa,damped_persistence,2,0,223,0.07272044422393309,0.08520179372197309
egoa,damped_persistence,2,1,26,0.12147933155551413,0.2692307692307692
egoa,damped_persistence,2,2,2,0.2390810123286162,0.5
egoa,damped_persistence,2,5,1,0.5384615384615384,1.0
egoa,damped_persistence,2,7,3,0.787508928540115,0.3333333333333333
egoa,damped_persistence,2,8,3,0.8680663224950772,0.3333333333333333
egoa,damped_persistence,2,9,36,0.9777554349203794,0.8333333333333334
egoa,persistence,2,0,220,0.0579966603079351,0.08181818181818182
egoa,persistence,2,1,10,0.13999366836050242,0.2
egoa,persistence,2,2,3,0.26686621328869925,0.0
egoa,persistence,2,3,1,0.33589743589743587,1.0
egoa,persistence,2,4,2,0.4332090370695328,1.0
egoa,persistence,2,5,1,0.5625,0.0
egoa,persistence,2,6,2,0.6346265862284168,0.0
egoa,persistence,2,7,1,0.7159904534606205,0.0
egoa,persistence,2,8,8,0.8503480117143236,0.25
egoa,persistence,2,9,46,0.9748103307590176,0.7608695652173914
egoa,pnt_persistence,2,0,220,0.054016761813821784,0.08181818181818182
egoa,pnt_persistence,2,1,8,0.12087430004094848,0.125
egoa,pnt_persistence,2,2,1,0.2662835249042146,1.0
egoa,pnt_persistence,2,3,1,0.3411764705882353,0.0
egoa,pnt_persistence,2,4,1,0.40070921985815605,0.0
egoa,pnt_persistence,2,7,1,0.7615384615384615,1.0
egoa,pnt_persistence,2,8,10,0.8578360643378737,0.2
egoa,pnt_persistence,2,9,52,0.9688836962709577,0.7115384615384616
egoa,climatology,3,0,132,0.0954988825572344,0.22727272727272727
egoa,climatology,3,1,161,0.10756263000533403,0.19254658385093168
egoa,damped_persistence,3,0,217,0.0835912065146561,0.10138248847926268
egoa,damped_persistence,3,1,39,0.12325442566707928,0.38461538461538464
egoa,damped_persistence,3,2,1,0.23107569721115537,0.0
egoa,damped_persistence,3,3,3,0.36213641062633156,0.3333333333333333
egoa,damped_persistence,3,6,3,0.6442829442530935,0.3333333333333333
egoa,damped_persistence,3,8,1,0.8730512249443207,0.0
egoa,damped_persistence,3,9,29,0.9621298837658795,0.7586206896551724
egoa,persistence,3,0,200,0.07535739249692142,0.09
egoa,persistence,3,1,27,0.12088828060200439,0.25925925925925924
egoa,persistence,3,2,4,0.27069990187467324,0.25
egoa,persistence,3,3,3,0.3770554326670785,1.0
egoa,persistence,3,5,5,0.549416919263691,0.0
egoa,persistence,3,7,2,0.7538212815990595,0.0
egoa,persistence,3,8,7,0.8423802382070172,0.7142857142857143
egoa,persistence,3,9,45,0.9667633277656991,0.6
egoa,pnt_persistence,3,0,206,0.0745688925964538,0.0825242718446602
egoa,pnt_persistence,3,1,19,0.12285048625802966,0.42105263157894735
egoa,pnt_persistence,3,3,1,0.32142857142857145,0.0
egoa,pnt_persistence,3,4,1,0.45297504798464494,0.0
egoa,pnt_persistence,3,6,2,0.6713246294029648,0.5
egoa,pnt_persistence,3,7,2,0.7277073981712385,1.0
egoa,pnt_persistence,3,8,15,0.867072512265688,0.26666666666666666
egoa,pnt_persistence,3,9,47,0.9666955639011142,0.6170212765957447
egoa,climatology,6,0,115,0.09576605871512163,0.2
egoa,climatology,6,1,175,0.10827585031825933,0.21714285714285714
egoa,damped_persistence,6,0,146,0.09068738213399302,0.11643835616438356
egoa,damped_persistence,6,1,125,0.11708332851262644,0.272
egoa,damped_persistence,6,2,3,0.24788135744315162,0.3333333333333333
egoa,damped_persistence,6,3,2,0.33441991053583325,0.5
egoa,damped_persistence,6,4,1,0.4338235294117647,1.0
egoa,damped_persistence,6,6,2,0.6584178635170898,0.5
egoa,damped_persistence,6,8,3,0.8508439994342375,0.6666666666666666
egoa,damped_persistence,6,9,8,0.9572625774647872,0.5
egoa,persistence,6,0,176,0.08033098454652668,0.11931818181818182
egoa,persistence,6,1,46,0.11889218937835125,0.32608695652173914
egoa,persistence,6,2,7,0.2346222104148405,0.2857142857142857
egoa,persistence,6,3,4,0.35515251075322285,0.0
egoa,persistence,6,4,1,0.44223107569721115,0.0
egoa,persistence,6,5,1,0.5129533678756477,1.0
egoa,persistence,6,7,3,0.7619059773269955,0.3333333333333333
egoa,persistence,6,8,9,0.8551043801725565,0.4444444444444444
egoa,persistence,6,9,43,0.9652455041452889,0.3953488372093023
egoa,pnt_persistence,6,0,178,0.07754800403352134,0.12921348314606743
egoa,pnt_persistence,6,1,40,0.11982011671416952,0.3
egoa,pnt_persistence,6,2,3,0.23693031937712786,0.0
egoa,pnt_persistence,6,4,2,0.4363410221619177,0.5
egoa,pnt_persistence,6,6,1,0.6796875,1.0
egoa,pnt_persistence,6,7,4,0.7415878714967539,0.25
egoa,pnt_persistence,6,8,15,0.8513334853904547,0.2
egoa,pnt_persistence,6,9,47,0.9658071506699059,0.425531914893617
nbs,climatology,1,0,175,0.08616649761043786,0.16
nbs,climatology,1,1,85,0.1259199158128048,0.3411764705882353
nbs,climatology,1,2,4,0.2424645752225367,0.75
nbs,climatology,1,3,5,0.33467043513045575,0.2
nbs,climatology,1,4,10,0.4472166503351816,0.5
nbs,climatology,1,5,9,0.5293837412494236,0.2222222222222222
nbs,climatology,1,6,5,0.68302239427659,0.2
nbs,climatology,1,7,2,0.7013396256285385,0.5
nbs,damped_persistence,1,0,177,0.06693894955003853,0.07344632768361582
nbs,damped_persistence,1,1,34,0.14070387582510438,0.14705882352941177
nbs,damped_persistence,1,2,7,0.23636358697830592,0.42857142857142855
nbs,damped_persistence,1,3,4,0.3479014667368398,0.25
nbs,damped_persistence,1,4,10,0.4505710644235993,0.4
nbs,damped_persistence,1,5,6,0.5419657100694577,0.6666666666666666
nbs,damped_persistence,1,6,10,0.6319062039950925,0.4
nbs,damped_persistence,1,7,4,0.7608046434734033,0.25
nbs,damped_persistence,1,8,1,0.8581235697940504,1.0
nbs,damped_persistence,1,9,42,0.987383549323468,0.8095238095238095
nbs,persistence,1,0,154,0.057181010726829705,0.05844155844155844
nbs,persistence,1,1,46,0.13845868031748212,0.10869565217391304
nbs,persistence,1,2,10,0.25095775460376346,0.3
nbs,persistence,1,3,7,0.35351908477833,0.0
nbs,persistence,1,4,4,0.44615239013590136,0.5
nbs,persistence,1,5,1,0.5025641025641026,1.0
nbs,persistence,1,6,4,0.6588808682487054,0.5
nbs,persistence,1,7,11,0.7578984340975581,0.45454545454545453
nbs,persistence,1,8,7,0.8404700439680577,0.5714285714285714
nbs,persistence,1,9,51,0.9781504144181901,0.7647058823529411
nbs,pnt_persistence,1,0,203,0.05673961728142204,0.06403940886699508
nbs,pnt_persistence,1,1,10,0.11843477169747345,0.4
nbs,pnt_persistence,1,2,5,0.23539750510580065,0.6
nbs,pnt_persistence,1,4,1,0.4433249370277078,0.0
nbs,pnt_persistence,1,6,2,0.6456481457762294,0.0
nbs,pnt_persistence,1,7,5,0.7628905703363393,0.8
nbs,pnt_persistence,1,8,14,0.8740206229747584,0.35714285714285715
nbs,pnt_persistence,1,9,55,0.976203336925116,0.7454545454545455
nbs,climatology,2,0,174,0.08631017660249239,0.16091954022988506
nbs,climatology,2,1,82,0.1258416103161786,0.34146341463414637
nbs,climatology,2,2,6,0.2428281411810647,0.6666666666666666
nbs,climatology,2,3,6,0.33183774626510715,0.3333333333333333
nbs,climatology,2,4,9,0.4503224902685889,0.5555555555555556
nbs,climatology,2,5,10,0.5268738720790921,0.2
nbs,climatology,2,6,7,0.6839426406742992,0.2857142857142857
nbs,damped_persistence,2,0,169,0.07848379690767199,0.10059171597633136
nbs,damped_persistence,2,1,44,0.12003918099258395,0.18181818181818182
nbs,damped_persistence,2,2,9,0.24343583911547417,0.4444444444444444
nbs,damped_persistence,2,3,5,0.34654987392545905,0.8
nbs,damped_persistence,2,4,11,0.4525266906159969,0.2727272727272727
nbs,damped_persistence,2,5,6,0.5556621538564881,0.5
nbs,damped_persistence,2,6,12,0.6506817990429702,0.25
nbs,damped_persistence,2,7,2,0.756020675428227,1.0
nbs,damped_persistence,2,8,1,0.8085106382978723,1.0
nbs,damped_persistence,2,9,35,0.9847734659383274,0.7428571428571429
nbs,persistence,2,0,142,0.06828342575879279,0.08450704225352113
nbs,persistence,2,1,45,0.1363749830191517,0.08888888888888889
nbs,persistence,2,2,14,0.23604036080789687,0.21428571428571427
nbs,persistence,2,3,10,0.35972061532005417,0.6
nbs,persistence,2,4,3,0.4552405386085259,0.3333333333333333
nbs,persistence,2,5,7,0.5622859190613586,0.2857142857142857
nbs,persistence,2,6,10,0.6703360434348361,0.4
nbs,persistence,2,7,11,0.7500479776176341,0.36363636363636365
nbs,persistence,2,8,5,0.8364380981434477,0.4
nbs,persistence,2,9,47,0.978503607603407,0.7021276595744681
nbs,pnt_persistence,2,0,182,0.06649330283331567,0.08241758241758242
nbs,pnt_persistence,2,1,21,0.1280927634230999,0.2857142857142857
nbs,pnt_persistence,2,2,5,0.2422145357884582,0.2
nbs,pnt_persistence,2,3,6,0.3374544724646193,0.6666666666666666
nbs,pnt_persistence,2,4,2,0.4688644426642252,0.5
nbs,pnt_persistence,2,5,4,0.5267889386426255,0.0
nbs,pnt_persistence,2,6,5,0.6630403374551098,0.4
nbs,pnt_persistence,2,7,7,0.7527688626280159,0.7142857142857143
nbs,pnt_persistence,2,8,10,0.8551996716686437,0.2
nbs,pnt_persistence,2,9,52,0.9766649500231268,0.6730769230769231
nbs,climatology,3,0,177,0.08494752456871255,0.1638418079096045
nbs,climatology,3,1,75,0.1244044473106894,0.32
nbs,climatology,3,2,9,0.2443574212214541,0.7777777777777778
nbs,climatology,3,3,6,0.3348586286458361,0.3333333333333333
nbs,climatology,3,4,9,0.445440196334731,0.4444444444444444
nbs,climatology,3,5,10,0.5283227273505982,0.3
nbs,climatology,3,6,7,0.6764873050197183,0.2857142857142857
nbs,damped_persistence,3,0,151,0.07966060225647204,0.11920529801324503
nbs,damped_persistence,3,1,60,0.11643180947565632,0.21666666666666667
nbs,damped_persistence,3,2,6,0.2463062998179991,0.6666666666666666
nbs,damped_persistence,3,3,10,0.344654137395919,0.5
nbs,damped_persistence,3,4,6,0.4284470790495702,0.5
nbs,damped_persistence,3,5,16,0.5509444407521299,0.375
nbs,damped_persistence,3,6,10,0.627150147233384,0.4
nbs,damped_persistence,3,7,8,0.7523917443957922,0.5
nbs,damped_persistence,3,8,2,0.8644595359366157,0.5
nbs,damped_persistence,3,9,24,0.983331570496444,0.5416666666666666
nbs,persistence,3,0,122,0.0689511344201384,0.09016393442622951
nbs,persistence,3,1,39,0.13238127792945095,0.23076923076923078
nbs,persistence,3,2,24,0.25046545410195126,0.125
nbs,persistence,3,3,3,0.3343069376729966,0.0
nbs,persistence,3,4,10,0.460094545310894,0.2
nbs,persistence,3,5,12,0.5522597813414626,0.3333333333333333
nbs,persistence,3,6,23,0.6314084796738717,0.43478260869565216
nbs,persistence,3,7,8,0.7316210805599841,0.5
nbs,persistence,3,8,4,0.8329490427594626,0.75
nbs,persistence,3,9,48,0.9760765401228356,0.5208333333333334
nbs,pnt_persistence,3,0,172,0.06994765639726576,0.11046511627906977
nbs,pnt_persistence,3,1,22,0.1397563758772144,0.3181818181818182
nbs,pnt_persistence,3,2,3,0.25504663467454164,0.3333333333333333
nbs,pnt_persistence,3,3,3,0.3394266200135403,0.6666666666666666
nbs,pnt_persistence,3,4,7,0.4299665085983196,0.2857142857142857
nbs,pnt_persistence,3,5,11,0.5652036673527356,0.18181818181818182
nbs,pnt_persistence,3,6,8,0.641996544759615,0.25
nbs,pnt_persistence,3,7,6,0.7674083883748142,0.5
nbs,pnt_persistence,3,8,5,0.8485482075904871,0.4
nbs,pnt_persistence,3,9,56,0.9717840645436256,0.5535714285714286
nbs,climatology,6,0,171,0.08527033867801086,0.16374269005847952
nbs,climatology,6,1,76,0.1247542928772819,0.3157894736842105
nbs,climatology,6,2,14,0.24994537079187568,0.7142857142857143
nbs,climatology,6,3,3,0.33927883755793636,0.3333333333333333
nbs,climatology,6,4,15,0.4402283347004476,0.3333333333333333
nbs,climatology,6,5,3,0.5328520908208111,0.3333333333333333
nbs,climatology,6,6,7,0.6623667871315669,0.42857142857142855
nbs,climatology,6,7,1,0.7073791348600509,0.0
nbs,damped_persistence,6,0,142,0.0839779106096149,0.13380281690140844
nbs,damped_persistence,6,1,86,0.11957231425939215,0.27906976744186046
nbs,damped_persistence,6,2,11,0.26296599533526455,0.7272727272727273
nbs,damped_persistence,6,3,10,0.3555070157184247,0.4
