zone,forecaster,lead,stratum,n_at_risk,n_onset,onset_rate,onset_auc,pod,pofd,far,sedi
ai_east,climatology,3,pre2014,137,4,0.029197080291970802,0.5864661654135338,0.5,0.518796992481203,0.971830985915493,-0.324269432311713
ai_east,climatology,3,post2014,95,13,0.1368421052631579,0.4057223264540338,0.6153846153846154,0.6341463414634146,0.8666666666666667,-0.14292897824796966
ai_east,climatology,6,all,229,17,0.07423580786026202,0.5209489456159822,0.5882352941176471,0.5518867924528302,0.9212598425196851,0.04589257509695134
ai_east,climatology,6,pre2014,134,4,0.029850746268656716,0.5692307692307692,0.5,0.49230769230769234,0.9696969696969697,0.011097582364934747
ai_east,climatology,6,post2014,95,13,0.1368421052631579,0.47232645403377116,0.6153846153846154,0.6463414634146342,0.8688524590163934,-0.08182621085936484
ai_east,damped_persistence,1,all,234,17,0.07264957264957266,0.645974518839794,0.058823529411764705,0.03686635944700461,0.8888888888888888,0.07867702958216292
ai_east,damped_persistence,1,pre2014,139,4,0.02877697841726619,0.6962962962962963,0.0,0.044444444444444446,1.0,-0.63315346164946
ai_east,damped_persistence,1,post2014,95,13,0.1368421052631579,0.6754221388367729,0.07692307692307693,0.024390243902439025,0.6666666666666666,0.18861419061305404
ai_east,damped_persistence,2,all,233,17,0.07296137339055794,0.4680010893246188,0.17647058823529413,0.21296296296296297,0.9387755102040817,-0.06279836062863563
ai_east,damped_persistence,2,pre2014,138,4,0.028985507246376812,0.5895522388059702,0.25,0.21641791044776118,0.9666666666666667,0.05453318626068602
ai_east,damped_persistence,2,post2014,95,13,0.1368421052631579,0.43151969981238275,0.15384615384615385,0.2073170731707317,0.8947368421052632,-0.09456517292595376
ai_east,damped_persistence,3,all,232,17,0.07327586206896551,0.5332421340629274,0.4117647058823529,0.3395348837209302,0.9125,0.026873159834130175
ai_east,damped_persistence,3,pre2014,137,4,0.029197080291970802,0.5169172932330828,0.5,0.3157894736842105,0.9545454545454546,-0.0788360092952955
ai_east,damped_persistence,3,post2014,95,13,0.1368421052631579,0.4934333958724203,0.38461538461538464,0.3780487804878049,0.8611111111111112,0.00963593649699277
ai_east,damped_persistence,6,all,229,17,0.07423580786026202,0.5804661487236404,0.6470588235294118,0.46226415094339623,0.8990825688073395,0.2510102411310755
ai_east,damped_persistence,6,pre2014,134,4,0.029850746268656716,0.6211538461538462,0.75,0.4,0.9454545454545454,0.4662378377452965
ai_east,damped_persistence,6,post2014,95,13,0.1368421052631579,0.5412757973733584,0.6153846153846154,0.5609756097560976,0.8518518518518519,0.07911950719840606
ai_east,hurdle,1,all,234,17,0.07264957264957266,0.559636757928978,0.058823529411764705,0.0,0.0,0.6608827483062852
ai_east,hurdle,1,pre2014,139,4,0.02877697841726619,0.4592592592592593,0.0,0.0,,-0.0
ai_east,hurdle,1,post2014,95,13,0.1368421052631579,0.75281425891182,0.07692307692307693,0.0,0.0,0.6883509258049052
ai_east,hurdle,2,all,233,17,0.07296137339055794,0.49959150326797386,0.11764705882352941,0.18055555555555555,0.9512195121951219,-0.15185731118750284
ai_east,hurdle,2,pre2014,138,4,0.028985507246376812,0.48973880597014924,0.0,0.13432835820895522,1.0,-0.7546258135553245
ai_east,hurdle,2,post2014,95,13,0.1368421052631579,0.5187617260787992,0.15384615384615385,0.25609756097560976,0.9130434782608695,-0.2095767313569632
ai_east,hurdle,3,all,232,17,0.07327586206896551,0.5975376196990424,0.7058823529411765,0.44651162790697674,0.8888888888888888,0.40973303590790766
ai_east,hurdle,3,pre2014,137,4,0.029197080291970802,0.6973684210526316,0.75,0.45112781954887216,0.9523809523809523,0.5752706995053567
ai_east,hurdle,3,post2014,95,13,0.1368421052631579,0.5590994371482176,0.6923076923076923,0.43902439024390244,0.8,0.33505054616130264
ai_east,hurdle,6,all,229,17,0.07423580786026202,0.5471698113207547,0.5882352941176471,0.5566037735849056,0.921875,-0.008892762163770121
ai_east,hurdle,6,pre2014,134,4,0.029850746268656716,0.4701923076923077,0.5,0.6538461538461539,0.9770114942528736,-0.29851648977821243
ai_east,hurdle,6,post2014,95,13,0.1368421052631579,0.5966228893058162,0.6153846153846154,0.4024390243902439,0.8048780487804879,0.2852200615080911
ai_east,lim_cs,1,all,234,17,0.07264957264957266,0.669151531580374,0.29411764705882354,0.14746543778801843,0.8648648648648649,0.24114180062245447
ai_east,lim_cs,1,pre2014,139,4,0.02877697841726619,0.6564814814814814,0.0,0.06666666666666667,1.0,-0.6735823673449249
ai_east,lim_cs,1,post2014,95,13,0.1368421052631579,0.6585365853658537,0.38461538461538464,0.2804878048780488,0.8214285714285714,0.15520337628088962
ai_east,lim_cs,2,all,233,17,0.07296137339055794,0.4861111111111111,0.29411764705882354,0.18055555555555555,0.8863636363636364,0.1750180731945259
ai_east,lim_cs,2,pre2014,138,4,0.028985507246376812,0.26865671641791045,0.0,0.08208955223880597,1.0,-0.7043382916123
ai_east,lim_cs,2,post2014,95,13,0.1368421052631579,0.49812382739212013,0.38461538461538464,0.34146341463414637,0.8484848484848485,0.06367499690536298
ai_east,lim_cs,3,all,232,17,0.07327586206896551,0.5406292749658003,0.35294117647058826,0.1813953488372093,0.8666666666666667,0.26618969173112733
ai_east,lim_cs,3,pre2014,137,4,0.029197080291970802,0.5037593984962406,0.0,0.08270676691729323,1.0,-0.6959362895511502
ai_east,lim_cs,3,post2014,95,13,0.1368421052631579,0.5356472795497186,0.46153846153846156,0.34146341463414637,0.8235294117647058,0.17425290687243875
ai_east,lim_cs,6,all,229,17,0.07423580786026202,0.5858768035516093,0.35294117647058826,0.19811320754716982,0.875,0.23116049465209862
ai_east,lim_cs,6,pre2014,134,4,0.029850746268656716,0.4240384615384616,0.0,0.07692307692307693,1.0,-0.6983380618135576
ai_east,lim_cs,6,post2014,95,13,0.1368421052631579,0.6031894934333959,0.46153846153846156,0.3902439024390244,0.8421052631578947,0.10330475823477099
ai_east,lim_ice,1,all,234,17,0.07264957264957266,0.6589861751152074,0.4117647058823529,0.16129032258064516,0.8333333333333334,0.37055669680352915
ai_east,lim_ice,1,pre2014,139,4,0.02877697841726619,0.4111111111111111,0.0,0.1037037037037037,1.0,-0.7275691434293359
ai_east,lim_ice,1,post2014,95,13,0.1368421052631579,0.6866791744840526,0.5384615384615384,0.25609756097560976,0.75,0.40012903461077043
ai_east,lim_ice,2,all,233,17,0.07296137339055794,0.6428376906318082,0.47058823529411764,0.16203703703703703,0.813953488372093,0.45042917901744733
ai_east,lim_ice,2,pre2014,138,4,0.028985507246376812,0.3703358208955224,0.0,0.07462686567164178,1.0,-0.6852007968338252
ai_east,lim_ice,2,post2014,95,13,0.1368421052631579,0.6416510318949342,0.6153846153846154,0.3048780487804878,0.7575757575757576,0.4324697782954624
ai_east,lim_ice,3,all,232,17,0.07327586206896551,0.7357045143638851,0.5882352941176471,0.17674418604651163,0.7916666666666666,0.5665086235108939
ai_east,lim_ice,3,pre2014,137,4,0.029197080291970802,0.6484962406015038,0.25,0.03759398496240601,0.8333333333333334,0.4293794091935627
ai_east,lim_ice,3,post2014,95,13,0.1368421052631579,0.6791744840525328,0.6923076923076923,0.4024390243902439,0.7857142857142857,0.40593869938981453
ai_east,lim_ice,6,all,229,17,0.07423580786026202,0.6598224195338512,0.6470588235294118,0.4811320754716981,0.9026548672566371,0.22469716736296794
ai_east,lim_ice,6,pre2014,134,4,0.029850746268656716,0.4557692307692308,0.25,0.4,0.9811320754716981,-0.3080229291660506
ai_east,lim_ice,6,post2014,95,13,0.1368421052631579,0.6388367729831145,0.7692307692307693,0.6097560975609756,0.8333333333333334,0.29678194216904025
ai_east,lim_k10,1,all,234,17,0.07264957264957266,0.6997831390620766,0.5294117647058824,0.20276497695852536,0.8301886792452831,0.462904956152
ai_east,lim_k10,1,pre2014,139,4,0.02877697841726619,0.4935185185185185,0.25,0.16296296296296298,0.9565217391304348,0.14667731504944012
ai_east,lim_k10,1,post2014,95,13,0.1368421052631579,0.7429643527204502,0.6153846153846154,0.2682926829268293,0.7333333333333333,0.4800494556948738
ai_east,lim_k10,2,all,233,17,0.07296137339055794,0.6432461873638344,0.5294117647058824,0.19907407407407407,0.8269230769230769,0.4615946268077081
ai_east,lim_k10,2,pre2014,138,4,0.028985507246376812,0.4552238805970149,0.0,0.11194029850746269,1.0,-0.7354663992324655
ai_east,lim_k10,2,post2014,95,13,0.1368421052631579,0.6538461538461539,0.6923076923076923,0.34146341463414637,0.7567567567567568,0.48301698154253975
ai_east,lim_k10,3,all,232,17,0.07327586206896551,0.6911080711354309,0.5882352941176471,0.22790697674418606,0.8305084745762712,0.5058237640729502
ai_east,lim_k10,3,pre2014,137,4,0.029197080291970802,0.5375939849624061,0.25,0.09022556390977443,0.9230769230769231,0.29043558780567047
ai_east,lim_k10,3,post2014,95,13,0.1368421052631579,0.651031894934334,0.6923076923076923,0.45121951219512196,0.8043478260869565,0.3582683938097577
ai_east,lim_k10,6,all,229,17,0.07423580786026202,0.7364039955604883,0.7647058823529411,0.42452830188679247,0.8737864077669902,0.3861028111570097
ai_east,lim_k10,6,pre2014,134,4,0.029850746268656716,0.37115384615384617,0.0,0.24615384615384617,1.0,-0.8584975526608233
ai_east,lim_k10,6,post2014,95,13,0.1368421052631579,0.7077861163227017,1.0,0.7073170731707317,0.8169014084507042,0.8403339524799535
ai_east,lim_k12,1,all,234,17,0.07264957264957266,0.6741664407698563,0.4117647058823529,0.16129032258064516,0.8333333333333334,0.3779529865942778
ai_east,lim_k12,1,pre2014,139,4,0.02877697841726619,0.45555555555555566,0.0,0.1111111111111111,1.0,-0.7275691434293359
ai_east,lim_k12,1,post2014,95,13,0.1368421052631579,0.7157598499061915,0.5384615384615384,0.24390243902439024,0.7407407407407407,0.41700804542283926
ai_east,lim_k12,2,all,233,17,0.07296137339055794,0.6181917211328976,0.5294117647058824,0.16203703703703703,0.7954545454545454,0.5134667906470478
ai_east,lim_k12,2,pre2014,138,4,0.028985507246376812,0.4048507462686567,0.0,0.08208955223880597,1.0,-0.6951492558749272
ai_east,lim_k12,2,post2014,95,13,0.1368421052631579,0.6360225140712945,0.6923076923076923,0.2926829268292683,0.7272727272727273,0.5278124908454023
ai_east,lim_k12,3,all,232,17,0.07327586206896551,0.7203830369357045,0.5882352941176471,0.19069767441860466,0.803921568627451,0.5604531059436547
ai_east,lim_k12,3,pre2014,137,4,0.029197080291970802,0.5056390977443609,0.25,0.06766917293233082,0.9,0.3435624956383499
ai_east,lim_k12,3,post2014,95,13,0.1368421052631579,0.6772983114446529,0.6923076923076923,0.3902439024390244,0.7804878048780488,0.43712968242697414
ai_east,lim_k12,6,all,229,17,0.07423580786026202,0.7437569367369589,0.8235294117647058,0.5518867924528302,0.8931297709923665,0.5488329626054881
ai_east,lim_k12,6,pre2014,134,4,0.029850746268656716,0.6048076923076924,0.5,0.45384615384615384,0.9672131147540983,-0.011097582364934747
ai_east,lim_k12,6,post2014,95,13,0.1368421052631579,0.6468105065666041,0.9230769230769231,0.7073170731707317,0.8285714285714286,0.8239321320105479
ai_east,lim_k15,1,all,234,17,0.07264957264957266,0.7156410951477366,0.23529411764705882,0.10138248847926268,0.8461538461538461,0.23423298465436024
ai_east,lim_k15,1,pre2014,139,4,0.02877697841726619,0.611111111111111,0.0,0.06666666666666667,1.0,-0.6735823673449249
ai_east,lim_k15,1,post2014,95,13,0.1368421052631579,0.6951219512195121,0.3076923076923077,0.15853658536585366,0.7647058823529411,0.21978420509188792
ai_east,lim_k15,2,all,233,17,0.07296137339055794,0.5860566448801743,0.35294117647058826,0.17592592592592593,0.8636363636363636,0.2675781177323506
ai_east,lim_k15,2,pre2014,138,4,0.028985507246376812,0.4608208955223881,0.0,0.05223880597014925,1.0,-0.6490203711456094
ai_east,lim_k15,2,post2014,95,13,0.1368421052631579,0.5328330206378987,0.46153846153846156,0.3780487804878049,0.8378378378378378,0.08559921052925015
ai_east,lim_k15,3,all,232,17,0.07327586206896551,0.7281805745554034,0.6470588235294118,0.18604651162790697,0.7843137254901961,0.624425732299441
ai_east,lim_k15,3,pre2014,137,4,0.029197080291970802,0.4877819548872181,0.25,0.03007518796992481,0.8,0.45596136768943546
ai_east,lim_k15,3,post2014,95,13,0.1368421052631579,0.677298311444653,0.7692307692307693,0.43902439024390244,0.782608695652174,0.46297276569122986
ai_east,lim_k15,6,all,229,17,0.07423580786026202,0.6725860155382907,0.6470588235294118,0.37264150943396224,0.8777777777777778,0.3895783171174993
ai_east,lim_k15,6,pre2014,134,4,0.029850746268656716,0.5326923076923076,0.25,0.2230769230769231,0.9666666666666667,-0.05418134893438418
ai_east,lim_k15,6,post2014,95,13,0.1368421052631579,0.602251407129456,0.7692307692307693,0.6097560975609756,0.8333333333333334,0.362195425435933
ai_east,lim_k8,1,all,234,17,0.07264957264957266,0.7216047709406344,0.5294117647058824,0.18433179723502305,0.8163265306122449,0.48222181681423615
ai_east,lim_k8,1,pre2014,139,4,0.02877697841726619,0.6259259259259259,0.25,0.1037037037037037,0.9333333333333333,0.2458844762381334
ai_east,lim_k8,1,post2014,95,13,0.1368421052631579,0.7307692307692307,0.6153846153846154,0.3170731707317073,0.7647058823529411,0.4164438958845142
ai_east,lim_k8,2,all,233,17,0.07296137339055794,0.6726579520697168,0.5294117647058824,0.25462962962962965,0.859375,0.45844659161301066
ai_east,lim_k8,2,pre2014,138,4,0.028985507246376812,0.6044776119402985,0.25,0.1865671641791045,0.9615384615384616,0.10503353748923752
ai_east,lim_k8,2,post2014,95,13,0.1368421052631579,0.6407129455909943,0.6153846153846154,0.36585365853658536,0.7894736842105263,0.4525460146375112
ai_east,lim_k8,3,all,232,17,0.07327586206896551,0.7562243502051983,0.6470588235294118,0.26976744186046514,0.8405797101449275,0.5396251001725381
ai_east,lim_k8,3,pre2014,137,4,0.029197080291970802,0.8026315789473684,0.5,0.18045112781954886,0.9230769230769231,0.4589089718779053
ai_east,lim_k8,3,post2014,95,13,0.1368421052631579,0.6632270168855535,0.6923076923076923,0.4146341463414634,0.7906976744186046,0.43712968242697414
ai_east,lim_k8,6,all,229,17,0.07423580786026202,0.6828523862375138,0.5294117647058824,0.3632075471698113,0.8953488372093024,0.2731103363954201
ai_east,lim_k8,6,pre2014,134,4,0.029850746268656716,0.5384615384615385,0.25,0.25384615384615383,0.9705882352941176,-0.07769509351105865
ai_east,lim_k8,6,post2014,95,13,0.1368421052631579,0.6627579737335835,0.6153846153846154,0.5365853658536586,0.8461538461538461,0.20908766271400897
ai_east,persistence,1,all,234,17,0.07264957264957266,0.6364868528056384,0.23529411764705882,0.055299539170506916,0.75,0.35556602239683877
ai_east,persistence,1,pre2014,139,4,0.02877697841726619,0.6796296296296296,0.25,0.06666666666666667,0.9,0.34608813527214555
ai_east,persistence,1,post2014,95,13,0.1368421052631579,0.6801125703564728,0.23076923076923078,0.036585365853658534,0.5,0.40733746553275113
ai_east,persistence,2,all,233,17,0.07296137339055794,0.47508169934640526,0.17647058823529413,0.21296296296296297,0.9387755102040817,-0.06279836062863563
ai_east,persistence,2,pre2014,138,4,0.028985507246376812,0.580223880597015,0.25,0.19402985074626866,0.9629629629629629,0.09220258231478658
ai_east,persistence,2,post2014,95,13,0.1368421052631579,0.43058161350844276,0.15384615384615385,0.24390243902439024,0.9090909090909091,-0.15373563070771049
ai_east,persistence,3,all,232,17,0.07327586206896551,0.5136798905608755,0.35294117647058826,0.37209302325581395,0.9302325581395349,-0.021433904463391013
ai_east,persistence,3,pre2014,137,4,0.029197080291970802,0.46052631578947373,0.25,0.3383458646616541,0.9782608695652174,-0.1349674475921633
ai_east,persistence,3,post2014,95,13,0.1368421052631579,0.49624765478424016,0.38461538461538464,0.4268292682926829,0.875,-0.0438108819235207
ai_east,persistence,6,all,229,17,0.07423580786026202,0.6046059933407325,0.5294117647058824,0.41037735849056606,0.90625,0.16423390234388605
ai_east,persistence,6,pre2014,134,4,0.029850746268656716,0.6076923076923078,0.5,0.3923076923076923,0.9622641509433962,0.14411870463588183
ai_east,persistence,6,post2014,95,13,0.1368421052631579,0.602251407129456,0.5384615384615384,0.43902439024390244,0.8372093023255814,0.14292897824796957
ai_east,pnt_persistence,1,all,234,17,0.07264957264957266,0.6470588235294118,0.17647058823529413,0.05069124423963134,0.7857142857142857,0.27999140827455055
ai_east,pnt_persistence,1,pre2014,139,4,0.02877697841726619,0.7259259259259259,0.0,0.05185185185185185,1.0,-0.6482832894043431
ai_east,pnt_persistence,1,post2014,95,13,0.1368421052631579,0.6941838649155723,0.23076923076923078,0.04878048780487805,0.5714285714285714,0.36807488382976067
ai_east,pnt_persistence,2,all,233,17,0.07296137339055794,0.4776688453159041,0.11764705882352941,0.14351851851851852,0.9393939393939394,-0.07005544597488231
ai_east,pnt_persistence,2,pre2014,138,4,0.028985507246376812,0.5494402985074627,0.0,0.08208955223880597,1.0,-0.7128828724925901
ai_east,pnt_persistence,2,post2014,95,13,0.1368421052631579,0.47326454033771104,0.15384615384615385,0.24390243902439024,0.9090909090909091,-0.15373563070771049
ai_east,pnt_persistence,3,all,232,17,0.07327586206896551,0.532421340629275,0.35294117647058826,0.3023255813953488,0.9154929577464789,0.07586887261833501
ai_east,pnt_persistence,3,pre2014,137,4,0.029197080291970802,0.4492481203007519,0.25,0.22556390977443608,0.967741935483871,0.03946453651039788
ai_east,pnt_persistence,3,post2014,95,13,0.1368421052631579,0.5628517823639775,0.38461538461538464,0.4268292682926829,0.875,-0.061497515010316695
ai_east,pnt_persistence,6,all,229,17,0.07423580786026202,0.5846281908990011,0.5294117647058824,0.3018867924528302,0.8767123287671232,0.3244536358980436
ai_east,pnt_persistence,6,pre2014,134,4,0.029850746268656716,0.6519230769230769,0.5,0.23846153846153847,0.9393939393939394,0.375496908330725
ai_east,pnt_persistence,6,post2014,95,13,0.1368421052631579,0.5863039399624765,0.5384615384615384,0.4024390243902439,0.825,0.1950291653896822
ai_west,climatology,1,all,209,33,0.15789473684210525,0.46668388429752067,0.36363636363636365,0.3522727272727273,0.8378378378378378,-0.025085159308446806
ai_west,climatology,1,pre2014,127,12,0.09448818897637795,0.3307971014492754,0.16666666666666666,0.3565217391304348,0.9534883720930233,-0.33096944429738645
ai_west,climatology,1,post2014,82,21,0.25609756097560976,0.529664324746292,0.47619047619047616,0.3442622950819672,0.6774193548387096,0.19084600162056928
ai_west,climatology,2,all,208,33,0.15865384615384615,0.4961038961038961,0.2727272727272727,0.22285714285714286,0.8125,0.08002756546938186
ai_west,climatology,2,pre2014,126,12,0.09523809523809523,0.34904970760233917,0.0,0.16666666666666666,1.0,-0.21824498800516953
ai_west,climatology,2,post2014,82,21,0.25609756097560976,0.5343481654957065,0.42857142857142855,0.32786885245901637,0.6896551724137931,0.07508449988613217
ai_west,climatology,3,all,207,33,0.15942028985507245,0.5071403692093347,0.30303030303030304,0.27586206896551724,0.8275862068965517,0.09639903879965869
ai_west,climatology,3,pre2014,125,12,0.096,0.3274336283185841,0.0,0.18584070796460178,1.0,-0.7395463753914278
ai_west,climatology,3,post2014,82,21,0.25609756097560976,0.5273224043715847,0.47619047619047616,0.4426229508196721,0.7297297297297297,0.05112601325254815
ai_west,climatology,6,all,204,33,0.16176470588235295,0.5281765018607124,0.30303030303030304,0.1695906432748538,0.7435897435897436,0.2584616797083064
ai_west,climatology,6,pre2014,122,12,0.09836065573770492,0.3803030303030303,0.0,0.05454545454545454,1.0,-0.6533175096130351
ai_west,climatology,6,post2014,82,21,0.25609756097560976,0.520686963309914,0.47619047619047616,0.3770491803278688,0.696969696969697,0.1433727603977449
ai_west,damped_persistence,1,all,209,33,0.15789473684210525,0.7817665289256198,0.15151515151515152,0.03977272727272727,0.5833333333333334,0.27484495829872035
ai_west,damped_persistence,1,pre2014,127,12,0.09448818897637795,0.7634057971014493,0.16666666666666666,0.02608695652173913,0.6,0.35603111876097204
ai_west,damped_persistence,1,post2014,82,21,0.25609756097560976,0.7580015612802499,0.14285714285714285,0.06557377049180328,0.5714285714285714,0.17680204227763693
ai_west,damped_persistence,2,all,208,33,0.15865384615384615,0.5906493506493506,0.3333333333333333,0.21142857142857144,0.7708333333333334,0.21432701281221972
ai_west,damped_persistence,2,pre2014,126,12,0.09523809523809523,0.5796783625730995,0.16666666666666666,0.11403508771929824,0.8666666666666667,0.08487712758072859
ai_west,damped_persistence,2,post2014,82,21,0.25609756097560976,0.537080405932865,0.42857142857142855,0.39344262295081966,0.7272727272727273,0.09591910596111483
ai_west,damped_persistence,3,all,207,33,0.15942028985507245,0.5754963427377221,0.3939393939393939,0.2988505747126437,0.8,0.15820197874519493
ai_west,damped_persistence,3,pre2014,125,12,0.096,0.45943952802359883,0.16666666666666666,0.1415929203539823,0.8888888888888888,0.06467354415636767
ai_west,damped_persistence,3,post2014,82,21,0.25609756097560976,0.501951600312256,0.5238095238095238,0.5901639344262295,0.7659574468085106,-0.07220268163016158
ai_west,damped_persistence,6,all,204,33,0.16176470588235295,0.5214424951267056,0.3333333333333333,0.28654970760233917,0.8166666666666667,0.061897947539632646
ai_west,damped_persistence,6,pre2014,122,12,0.09836065573770492,0.33333333333333337,0.0,0.10909090909090909,1.0,-0.7343338947427056
ai_west,damped_persistence,6,post2014,82,21,0.25609756097560976,0.49024199843871974,0.5238095238095238,0.6065573770491803,0.7708333333333334,-0.11964309273875551
ai_west,hurdle,1,all,209,33,0.15789473684210525,0.6279269972451791,0.24242424242424243,0.005681818181818182,0.1111111111111111,0.5858568078609259
ai_west,hurdle,1,pre2014,127,12,0.09448818897637795,0.7036231884057971,0.08333333333333333,0.008695652173913044,0.5,0.3191968351231257
ai_west,hurdle,1,post2014,82,21,0.25609756097560976,0.6924277907884465,0.3333333333333333,0.0,0.0,0.8565740514429906
ai_west,hurdle,2,all,208,33,0.15865384615384615,0.5968831168831169,0.3333333333333333,0.21142857142857144,0.7708333333333334,0.22338391997485227
ai_west,hurdle,2,pre2014,126,12,0.09523809523809523,0.5942982456140351,0.16666666666666666,0.12280701754385964,0.875,0.08487712758072859
ai_west,hurdle,2,post2014,82,21,0.25609756097560976,0.5433255269320844,0.42857142857142855,0.3770491803278688,0.71875,0.07508449988613217
ai_west,hurdle,3,all,207,33,0.15942028985507245,0.5384883315917799,0.36363636363636365,0.3390804597701149,0.8309859154929577,0.10558789372202396
ai_west,hurdle,3,pre2014,125,12,0.096,0.41297935103244837,0.08333333333333333,0.23008849557522124,0.9629629629629629,-0.1760402133554657
ai_west,hurdle,3,post2014,82,21,0.25609756097560976,0.5097580015612803,0.5238095238095238,0.5409836065573771,0.75,0.022528822030788796
ai_west,hurdle,6,all,204,33,0.16176470588235295,0.5395179868864078,0.45454545454545453,0.32748538011695905,0.7887323943661971,0.17622755434502285
ai_west,hurdle,6,pre2014,122,12,0.09836065573770492,0.32196969696969696,0.0,0.16363636363636364,1.0,-0.7709347153996922
ai_west,hurdle,6,post2014,82,21,0.25609756097560976,0.4863387978142077,0.7142857142857143,0.6229508196721312,0.7169811320754716,0.13634367139669862
ai_west,lim_cs,1,all,209,33,0.15789473684210525,0.696969696969697,0.42424242424242425,0.19318181818181818,0.7083333333333334,0.343935731423807
ai_west,lim_cs,1,pre2014,127,12,0.09448818897637795,0.8521739130434783,0.16666666666666666,0.06956521739130435,0.8,0.20883218809690454
ai_west,lim_cs,1,post2014,82,21,0.25609756097560976,0.624512099921936,0.5714285714285714,0.4262295081967213,0.6842105263157895,0.20777568557620543
ai_west,lim_cs,2,all,208,33,0.15865384615384615,0.5355844155844156,0.42424242424242425,0.21142857142857144,0.7254901960784313,0.31583244408968264
ai_west,lim_cs,2,pre2014,126,12,0.09523809523809523,0.5014619883040935,0.16666666666666666,0.10526315789473684,0.8571428571428571,0.12236047584035249
ai_west,lim_cs,2,post2014,82,21,0.25609756097560976,0.5675253708040593,0.5714285714285714,0.4098360655737705,0.6756756756756757,0.23080808546496304
ai_west,lim_cs,3,all,207,33,0.15942028985507245,0.491292232671543,0.30303030303030304,0.23563218390804597,0.803921568627451,0.10518653024981588
ai_west,lim_cs,3,pre2014,125,12,0.096,0.35914454277286134,0.0,0.10619469026548672,1.0,-0.7226411739902273
ai_west,lim_cs,3,post2014,82,21,0.25609756097560976,0.507416081186573,0.47619047619047616,0.47540983606557374,0.7435897435897436,0.0011269632300557311
ai_west,lim_cs,6,all,204,33,0.16176470588235295,0.5557327662590821,0.48484848484848486,0.29239766081871343,0.7575757575757576,0.2693939237054672
ai_west,lim_cs,6,pre2014,122,12,0.09836065573770492,0.4446969696969697,0.16666666666666666,0.14545454545454545,0.8888888888888888,0.022435295776032767
ai_west,lim_cs,6,post2014,82,21,0.25609756097560976,0.5425448868071818,0.6666666666666666,0.5573770491803278,0.7083333333333334,0.1593260446065386
ai_west,lim_ice,1,all,209,33,0.15789473684210525,0.700327134986226,0.5454545454545454,0.2159090909090909,0.6785714285714286,0.45645062014681587
ai_west,lim_ice,1,pre2014,127,12,0.09448818897637795,0.7630434782608696,0.3333333333333333,0.06086956521739131,0.6363636363636364,0.467961649999386
ai_west,lim_ice,1,post2014,82,21,0.25609756097560976,0.624512099921936,0.6666666666666666,0.5081967213114754,0.6888888888888889,0.20558229610249115
ai_west,lim_ice,2,all,208,33,0.15865384615384615,0.5627705627705628,0.5757575757575758,0.4,0.7865168539325843,0.21860205927896986
ai_west,lim_ice,2,pre2014,126,12,0.09523809523809523,0.5646929824561404,0.4166666666666667,0.23684210526315788,0.84375,0.21370264728446775
ai_west,lim_ice,2,post2014,82,21,0.25609756097560976,0.46526151444184227,0.6666666666666666,0.7049180327868853,0.7543859649122807,-0.057796532263189704
ai_west,lim_ice,3,all,207,33,0.15942028985507245,0.533611981887844,0.5757575757575758,0.5,0.8207547169811321,0.08208288830614187
ai_west,lim_ice,3,pre2014,125,12,0.096,0.4085545722713865,0.16666666666666666,0.2831858407079646,0.9411764705882353,-0.16398570827768774
ai_west,lim_ice,3,post2014,82,21,0.25609756097560976,0.43247462919594065,0.8095238095238095,0.9016393442622951,0.7638888888888888,-0.25484410654541606
ai_west,lim_ice,6,all,204,33,0.16176470588235295,0.6158071947545631,0.6666666666666666,0.4502923976608187,0.7777777777777778,0.2919333000398396
ai_west,lim_ice,6,pre2014,122,12,0.09836065573770492,0.4606060606060606,0.25,0.22727272727272727,0.8928571428571429,0.03666806503798139
ai_west,lim_ice,6,post2014,82,21,0.25609756097560976,0.5105386416861827,0.9047619047619048,0.8524590163934426,0.7323943661971831,0.07795902076309562
ai_west,lim_k10,1,all,209,33,0.15789473684210525,0.7262396694214875,0.5757575757575758,0.17045454545454544,0.6122448979591837,0.5608938813594186
ai_west,lim_k10,1,pre2014,127,12,0.09448818897637795,0.8,0.5,0.034782608695652174,0.4,0.695189039441412
ai_west,lim_k10,1,post2014,82,21,0.25609756097560976,0.6346604215456675,0.6190476190476191,0.4262295081967213,0.6666666666666666,0.2743677210705528
ai_west,lim_k10,2,all,208,33,0.15865384615384615,0.5781818181818184,0.5757575757575758,0.3657142857142857,0.7710843373493976,0.2981974722918508
ai_west,lim_k10,2,pre2014,126,12,0.09523809523809523,0.5752923976608186,0.3333333333333333,0.15789473684210525,0.8181818181818182,0.2785058687090734
ai_west,lim_k10,2,post2014,82,21,0.25609756097560976,0.5066354410616706,0.7142857142857143,0.7540983606557377,0.7540983606557377,-0.062395322393731675
ai_west,lim_k10,3,all,207,33,0.15942028985507245,0.5568617206548241,0.5151515151515151,0.4425287356321839,0.8191489361702128,0.12936991467135517
ai_west,lim_k10,3,pre2014,125,12,0.096,0.4221976401179941,0.08333333333333333,0.23893805309734514,0.9642857142857143,-0.2493834563117895
ai_west,lim_k10,3,post2014,82,21,0.25609756097560976,0.4918032786885246,0.7619047619047619,0.819672131147541,0.7575757575757576,-0.09698582333468694
